gameID,teamID,season,date,location,goals,xGoals,shots,shotsOnTarget,fouls,corners,yellowCards,redCards,result
1392,131,2016,2016-10-22 17:30:00,a,1,0.577877,9,1,14,4,2.0,1,L
1393,135,2016,2016-10-22 17:30:00,h,2,1.53071,12,5,7,0,1.0,0,W
1393,121,2016,2016-10-22 17:30:00,a,1,1.23006,14,6,10,1,0.0,0,L
1394,122,2016,2016-10-22 17:30:00,h,2,1.43523,13,7,8,4,2.0,0,W
1394,134,2016,2016-10-22 17:30:00,a,1,1.35639,10,2,16,5,1.0,0,L
1395,119,2016,2016-10-22 17:30:00,h,0,0.598561,6,1,6,5,0.0,1,L
1395,120,2016,2016-10-22 17:30:00,a,3,2.30615,14,8,17,3,1.0,0,W
1396,117,2016,2016-10-22 20:30:00,h,2,1.73353,17,5,4,8,0.0,0,W
1396,130,2016,2016-10-22 20:30:00,a,0,0.49977,3,0,11,1,1.0,0,L
1397,136,2016,2016-10-23 17:30:00,h,3,3.33619,22,6,18,6,4.0,0,W
1397,123,2016,2016-10-23 17:30:00,a,1,0.913725,7,3,10,5,3.0,0,L
1398,124,2016,2016-10-23 19:30:00,h,3,1.21196,11,5,16,3,2.0,0,W
1398,125,2016,2016-10-23 19:30:00,a,0,0.987414,11,4,16,3,3.0,0,L
1399,137,2015,2015-08-21 22:30:00,h,0,0.98272,25,5,19,7,3.0,0,D
1399,138,2015,2015-08-21 22:30:00,a,0,0.856601,10,2,11,2,3.0,1,D
1400,139,2015,2015-08-22 20:30:00,h,0,0.574748,16,5,16,5,3.0,0,D
1400,140,2015,2015-08-22 20:30:00,a,0,0.944878,9,2,10,4,2.0,0,D
1401,141,2015,2015-08-22 20:30:00,h,1,0.477297,5,2,19,5,2.0,0,W
1401,142,2015,2015-08-22 20:30:00,a,0,1.27636,13,3,14,6,3.0,1,L
1402,143,2015,2015-08-22 22:30:00,h,1,0.91996,14,3,11,4,2.0,0,W
1402,144,2015,2015-08-22 22:30:00,a,0,0.522515,8,1,16,4,0.0,0,L
1403,145,2015,2015-08-23 00:30:00,h,0,0.693517,8,3,19,3,3.0,0,D
1403,146,2015,2015-08-23 00:30:00,a,0,2.20399,10,4,11,3,1.0,0,D
1404,147,2015,2015-08-23 20:30:00,h,0,0.394999,8,2,16,2,3.0,0,L
1404,148,2015,2015-08-23 20:30:00,a,1,1.76141,10,4,11,4,3.0,0,W
1405,149,2015,2015-08-23 22:30:00,h,0,0.333248,6,0,20,2,4.0,0,D
1405,150,2015,2015-08-23 22:30:00,a,0,1.54271,27,8,4,5,0.0,0,D
1406,151,2015,2015-08-24 00:00:00,h,1,0.485771,11,2,12,4,1.0,1,L
1406,152,2015,2015-08-24 00:00:00,a,2,1.80598,15,6,17,6,3.0,0,W
1407,153,2015,2015-08-24 00:30:00,h,1,1.4954,22,6,11,7,3.0,0,D
1407,154,2015,2015-08-24 00:30:00,a,1,1.63096,8,4,26,5,1.0,1,D
1408,155,2015,2015-08-24 22:30:00,h,1,0.893586,12,6,5,6,1.0,1,L
1408,156,2015,2015-08-24 22:30:00,a,3,1.81223,10,4,23,5,6.0,0,W
1409,154,2015,2015-08-28 22:30:00,h,3,1.59386,14,4,10,2,1.0,0,W
1409,141,2015,2015-08-28 22:30:00,a,1,0.721424,5,3,20,3,6.0,0,L
1410,140,2015,2015-08-29 20:30:00,h,0,0.887693,12,1,10,6,4.0,0,D
1410,149,2015,2015-08-29 20:30:00,a,0,0.25686,7,2,15,4,5.0,0,D
1411,148,2015,2015-08-29 22:30:00,h,1,1.92171,22,13,4,15,0.0,0,W
1411,137,2015,2015-08-29 22:30:00,a,0,0.223011,4,1,21,2,3.0,0,L
1412,152,2015,2015-08-30 00:00:00,h,3,1.7022,11,7,7,5,2.0,0,W
1412,145,2015,2015-08-30 00:00:00,a,0,0.0816438,3,0,11,4,2.0,1,L
1413,150,2015,2015-08-30 00:30:00,h,5,3.14512,21,11,12,11,3.0,0,W
1413,153,2015,2015-08-30 00:30:00,a,0,0.941159,7,1,14,4,3.0,0,L
1414,156,2015,2015-08-30 20:30:00,h,2,1.34808,9,8,14,11,2.0,0,W
1414,147,2015,2015-08-30 20:30:00,a,0,0.316867,9,1,13,4,2.0,0,L
1415,138,2015,2015-08-30 22:30:00,h,0,1.73824,25,7,17,11,3.0,0,L
1415,143,2015,2015-08-30 22:30:00,a,3,1.2446,17,7,13,1,4.0,0,W
1416,146,2015,2015-08-30 22:30:00,h,1,1.85572,12,6,13,5,2.0,1,D
1416,139,2015,2015-08-30 22:30:00,a,1,0.818281,12,3,15,7,1.0,0,D
1417,142,2015,2015-08-31 00:30:00,h,1,0.801319,16,4,16,6,5.0,0,L
1417,155,2015,2015-08-31 00:30:00,a,2,1.27622,9,4,15,6,3.0,0,W
1418,144,2015,2015-08-31 00:30:00,h,0,0.825401,16,2,14,3,2.0,0,D
1418,151,2015,2015-08-31 00:30:00,a,0,0.0685963,3,2,21,0,4.0,0,D
1419,151,2015,2015-09-11 22:30:00,h,1,1.09171,14,4,12,5,3.0,0,D
1419,138,2015,2015-09-11 22:30:00,a,1,0.886593,8,3,8,4,3.0,0,D
1420,141,2015,2015-09-12 18:00:00,h,0,1.47918,14,3,19,5,2.0,0,L
1420,150,2015,2015-09-12 18:00:00,a,6,4.38766,15,8,10,6,2.0,0,W
1421,149,2015,2015-09-12 20:15:00,h,0,1.10502,15,8,16,5,3.0,0,L
1421,146,2015,2015-09-12 20:15:00,a,1,1.48606,17,3,11,6,3.0,0,W
1422,143,2015,2015-09-12 22:30:00,h,1,0.833737,11,3,17,1,3.0,0,L
1422,148,2015,2015-09-12 22:30:00,a,2,2.33036,13,5,5,10,1.0,0,W
1423,153,2015,2015-09-13 00:00:00,h,1,0.75201,9,2,12,2,4.0,1,W
1423,140,2015,2015-09-13 00:00:00,a,0,0.663712,14,3,9,4,3.0,0,L
1424,155,2015,2015-09-13 14:00:00,h,1,0.817524,13,2,16,8,2.0,0,L
1424,154,2015,2015-09-13 14:00:00,a,3,1.48742,8,5,21,6,4.0,0,W
1425,147,2015,2015-09-13 18:00:00,h,3,1.91225,14,6,12,12,1.0,0,W
1425,142,2015,2015-09-13 18:00:00,a,1,0.930841,12,4,15,5,4.0,0,L
1426,152,2015,2015-09-13 20:15:00,h,3,3.52742,25,12,19,7,0.0,0,D
1426,144,2015,2015-09-13 20:15:00,a,3,1.29875,9,4,14,2,3.0,1,D
1427,137,2015,2015-09-13 22:30:00,h,0,1.03596,10,4,11,7,2.0,0,D
1427,156,2015,2015-09-13 22:30:00,a,0,0.885807,7,0,13,3,4.0,0,D
1428,145,2015,2015-09-14 22:30:00,h,1,0.61631,8,2,12,5,2.0,1,L
1428,139,2015,2015-09-14 22:30:00,a,3,2.11613,14,8,10,4,2.0,0,W
1429,142,2015,2015-09-18 22:30:00,h,1,1.18708,10,4,18,4,5.0,0,W
1429,137,2015,2015-09-18 22:30:00,a,0,0.690557,13,3,11,7,2.0,0,L
1430,150,2015,2015-09-19 18:00:00,h,1,3.03758,20,10,9,10,1.0,0,W
1430,155,2015,2015-09-19 18:00:00,a,0,1.7661,12,3,15,1,3.0,0,L
1431,146,2015,2015-09-19 20:15:00,h,0,1.81097,22,5,17,7,4.0,0,D
1431,153,2015,2015-09-19 20:15:00,a,0,0.190749,3,1,15,1,2.0,1,D
1432,156,2015,2015-09-19 22:30:00,h,0,0.2857,9,3,13,1,2.0,0,L
1432,143,2015,2015-09-19 22:30:00,a,2,1.72085,14,6,7,4,1.0,0,W
1433,140,2015,2015-09-20 00:00:00,h,2,1.35321,10,3,15,7,2.0,1,L
1433,141,2015,2015-09-20 00:00:00,a,3,1.89499,18,6,16,6,3.0,0,W
1434,138,2015,2015-09-20 14:00:00,h,1,1.52622,13,5,16,5,3.0,0,L
1434,152,2015,2015-09-20 14:00:00,a,2,0.84576,15,5,16,5,5.0,1,W
1435,139,2015,2015-09-20 18:00:00,h,2,0.831861,19,9,11,8,3.0,0,L
1435,149,2015,2015-09-20 18:00:00,a,3,1.62405,4,4,16,3,3.0,0,W
1436,154,2015,2015-09-20 20:15:00,h,3,1.61474,14,7,17,9,4.0,0,W
1436,147,2015,2015-09-20 20:15:00,a,1,1.26405,10,2,6,4,4.0,0,L
1437,148,2015,2015-09-20 22:30:00,h,4,4.0122,21,8,8,4,0.0,0,W
1437,151,2015,2015-09-20 22:30:00,a,1,0.866439,11,4,16,4,1.0,0,L
1438,144,2015,2015-09-20 22:30:00,h,0,0.401504,8,2,13,3,3.0,0,L
1438,145,2015,2015-09-20 22:30:00,a,1,1.77993,17,6,19,5,5.0,0,W
1439,141,2015,2015-09-22 22:00:00,h,1,1.87389,17,5,22,7,5.0,0,W
1439,146,2015,2015-09-22 22:00:00,a,0,0.777547,10,4,14,6,7.0,0,L
1440,143,2015,2015-09-22 22:00:00,h,2,1.48124,12,3,14,6,3.0,0,W
1440,142,2015,2015-09-22 22:00:00,a,0,0.480381,6,2,10,1,2.0,0,L
1441,155,2015,2015-09-23 00:00:00,h,0,0.393118,11,1,20,4,5.0,0,L
1441,140,2015,2015-09-23 00:00:00,a,3,2.65392,8,5,18,3,4.0,0,W
1442,145,2015,2015-09-23 22:00:00,h,2,2.90667,18,6,14,4,2.0,0,W
1442,149,2015,2015-09-23 22:00:00,a,1,0.532738,6,2,17,4,1.0,1,L
1443,152,2015,2015-09-23 22:00:00,h,4,2.22577,18,5,19,5,2.0,0,W
1443,148,2015,2015-09-23 22:00:00,a,1,2.51546,18,7,4,10,2.0,0,L
1444,151,2015,2015-09-23 22:00:00,h,2,0.537144,12,2,13,4,2.0,0,D
1444,156,2015,2015-09-23 22:00:00,a,2,1.40104,10,4,23,7,5.0,0,D
1445,147,2015,2015-09-23 23:00:00,h,1,1.17616,12,5,17,6,4.0,0,L
1445,150,2015,2015-09-23 23:00:00,a,2,2.93805,22,6,10,8,3.0,0,W
1446,137,2015,2015-09-24 00:00:00,h,0,0.878256,15,4,18,8,2.0,0,L
1446,154,2015,2015-09-24 00:00:00,a,1,0.933564,9,3,14,5,3.0,0,W
1447,144,2015,2015-09-24 00:00:00,h,2,1.02387,12,4,9,5,3.0,0,W
1447,138,2015,2015-09-24 00:00:00,a,0,1.53528,17,3,13,5,4.0,0,L
1448,153,2015,2015-09-25 00:05:00,h,1,1.11886,9,2,11,3,3.0,0,L
1448,139,2015,2015-09-25 00:05:00,a,2,0.264158,8,3,22,4,5.0,0,W
1449,146,2015,2015-09-25 22:30:00,h,1,2.0801,12,5,19,11,3.0,0,W
1449,155,2015,2015-09-25 22:30:00,a,0,0.990969,18,3,20,3,3.0,0,L
1450,148,2015,2015-09-26 18:00:00,h,2,3.47992,18,6,12,3,2.0,0,W
1450,144,2015,2015-09-26 18:00:00,a,1,0.585814,10,6,23,4,4.0,0,L
1451,150,2015,2015-09-26 20:15:00,h,0,3.18828,31,9,11,12,4.0,0,D
1451,137,2015,2015-09-26 20:15:00,a,0,0.638418,12,3,10,6,4.0,1,D
1452,138,2015,2015-09-26 22:30:00,h,3,2.76392,16,8,9,6,1.0,0,W
1452,145,2015,2015-09-26 22:30:00,a,2,0.920477,18,5,18,5,2.0,1,L
1453,154,2015,2015-09-26 22:30:00,h,1,0.871094,5,2,11,1,2.0,0,W
1453,143,2015,2015-09-26 22:30:00,a,0,0.466414,9,4,15,5,2.0,0,L
1454,156,2015,2015-09-27 00:05:00,h,1,1.20938,10,3,25,4,5.0,0,D
1454,152,2015,2015-09-27 00:05:00,a,1,1.08234,9,2,16,4,4.0,0,D
1455,149,2015,2015-09-27 14:00:00,h,1,1.75847,19,10,11,10,1.0,0,L
1455,153,2015,2015-09-27 14:00:00,a,2,1.65258,13,5,9,4,1.0,0,W
1456,139,2015,2015-09-27 18:00:00,h,3,1.89137,14,5,11,7,4.0,0,W
1456,141,2015,2015-09-27 18:00:00,a,0,0.259334,7,3,11,5,3.0,1,L
1457,142,2015,2015-09-27 20:15:00,h,3,1.09777,16,9,11,4,2.0,0,W
1457,151,2015,2015-09-27 20:15:00,a,0,0.589659,10,3,10,4,3.0,0,L
1458,140,2015,2015-09-27 22:30:00,h,0,1.08705,15,4,15,4,3.0,0,D
1458,147,2015,2015-09-27 22:30:00,a,0,0.611548,10,2,19,2,4.0,0,D
1459,152,2015,2015-10-02 22:30:00,h,0,1.48902,18,7,11,9,1.0,0,D
1459,142,2015,2015-10-02 22:30:00,a,0,1.32092,9,3,18,1,5.0,0,D
1460,138,2015,2015-10-03 18:00:00,h,2,1.57705,12,5,16,7,5.0,0,W
1460,148,2015,2015-10-03 18:00:00,a,1,3.86997,28,9,16,9,3.0,0,L
1461,155,2015,2015-10-03 20:15:00,h,1,0.825643,10,3,13,2,1.0,0,D
1461,139,2015,2015-10-03 20:15:00,a,1,0.942041,14,3,21,5,3.0,0,D
1462,141,2015,2015-10-03 22:30:00,h,1,2.00148,13,9,17,9,3.0,0,L
1462,149,2015,2015-10-03 22:30:00,a,2,1.6289,12,2,16,1,3.0,0,W
1463,144,2015,2015-10-04 00:00:00,h,0,0.965753,18,4,5,3,2.0,0,L
1463,156,2015,2015-10-04 00:00:00,a,2,1.62203,9,4,16,2,2.0,0,W
1464,137,2015,2015-10-04 00:05:00,h,3,1.89707,11,7,15,2,3.0,1,W
1464,140,2015,2015-10-04 00:05:00,a,1,1.04161,13,5,16,4,2.0,0,L
1465,145,2015,2015-10-04 14:00:00,h,0,1.2884,23,9,13,8,4.0,0,L
1465,153,2015,2015-10-04 14:00:00,a,2,1.68781,9,6,14,3,2.0,0,W
1466,147,2015,2015-10-04 18:00:00,h,3,2.69373,16,7,12,11,0.0,0,W
1466,146,2015,2015-10-04 18:00:00,a,1,0.61804,9,4,9,4,4.0,0,L
1467,151,2015,2015-10-04 20:15:00,h,1,1.06144,14,4,15,8,4.0,0,W
1467,154,2015,2015-10-04 20:15:00,a,0,0.114789,3,2,17,2,3.0,1,L
1468,143,2015,2015-10-04 22:30:00,h,1,2.38708,18,4,19,5,6.0,0,D
1468,150,2015,2015-10-04 22:30:00,a,1,0.792017,9,2,12,1,4.0,0,D
1469,150,2015,2015-10-17 18:00:00,h,3,1.60293,20,6,8,4,1.0,0,W
1469,151,2015,2015-10-17 18:00:00,a,0,1.5507,15,5,10,4,4.0,0,L
1470,156,2015,2015-10-17 20:15:00,h,1,0.781265,14,4,16,2,3.0,0,D
1470,138,2015,2015-10-17 20:15:00,a,1,1.68695,15,5,9,5,3.0,0,D
1471,148,2015,2015-10-17 22:30:00,h,5,4.61543,14,9,8,7,1.0,0,W
1471,145,2015,2015-10-17 22:30:00,a,2,2.83637,22,8,15,10,2.0,0,L
1472,146,2015,2015-10-18 00:00:00,h,3,1.59507,7,3,18,6,3.0,0,W
1472,137,2015,2015-10-18 00:00:00,a,0,1.53697,10,3,21,8,3.0,0,L
1473,153,2015,2015-10-18 00:05:00,h,1,1.86579,21,6,18,4,2.0,0,L
1473,141,2015,2015-10-18 00:05:00,a,3,1.85292,13,4,21,3,4.0,0,W
1474,154,2015,2015-10-18 14:00:00,h,1,0.995361,12,3,10,7,1.0,1,L
1474,152,2015,2015-10-18 14:00:00,a,2,1.62408,13,2,12,4,3.0,0,W
1475,140,2015,2015-10-18 18:00:00,h,0,0.485713,11,1,14,5,4.0,2,L
1475,143,2015,2015-10-18 18:00:00,a,2,1.57864,7,3,11,2,5.0,0,W
1476,142,2015,2015-10-18 20:15:00,h,4,2.86431,14,7,18,5,2.0,0,W
1476,144,2015,2015-10-18 20:15:00,a,0,0.443316,16,3,15,1,1.0,1,L
1477,139,2015,2015-10-18 22:30:00,h,2,1.24801,17,3,8,4,2.0,0,D
1477,147,2015,2015-10-18 22:30:00,a,2,0.676596,7,2,18,6,2.0,0,D
1478,149,2015,2015-10-19 22:30:00,h,3,1.39196,16,6,10,6,3.0,0,D
1478,155,2015,2015-10-19 22:30:00,a,3,2.51462,14,7,13,1,4.0,2,D
1479,145,2015,2015-10-23 22:30:00,h,3,1.85851,13,7,15,6,2.0,1,W
1479,141,2015,2015-10-23 22:30:00,a,0,1.41105,9,3,11,5,1.0,1,L
1480,152,2015,2015-10-24 18:00:00,h,1,1.57638,17,7,17,5,4.0,1,L
1480,150,2015,2015-10-24 18:00:00,a,3,1.9616,14,8,16,7,1.0,0,W
1481,155,2015,2015-10-24 20:15:00,h,1,1.06647,17,6,8,3,3.0,0,D
1481,153,2015,2015-10-24 20:15:00,a,1,1.11054,8,2,11,3,3.0,0,D
1482,138,2015,2015-10-24 22:30:00,h,5,5.15361,22,13,18,7,1.0,0,W
1482,142,2015,2015-10-24 22:30:00,a,0,0.227689,6,0,15,3,1.0,1,L
1483,137,2015,2015-10-25 00:05:00,h,2,1.06014,9,4,11,3,0.0,0,W
1483,139,2015,2015-10-25 00:05:00,a,0,0.766533,10,1,10,5,1.0,0,L
1484,151,2015,2015-10-25 15:00:00,h,0,1.07863,13,3,24,10,4.0,1,L
1484,140,2015,2015-10-25 15:00:00,a,4,3.28662,13,6,15,3,3.0,0,W
1485,144,2015,2015-10-25 19:00:00,h,0,0.189007,6,2,12,6,1.0,0,D
1485,154,2015,2015-10-25 19:00:00,a,0,0.205133,5,0,14,6,2.0,0,D
1486,148,2015,2015-10-25 21:15:00,h,3,1.64662,14,5,14,6,3.0,1,W
1486,156,2015,2015-10-25 21:15:00,a,1,1.30132,7,5,18,2,5.0,0,L
1487,143,2015,2015-10-25 23:30:00,h,2,2.07582,16,8,26,9,4.0,0,W
1487,146,2015,2015-10-25 23:30:00,a,1,0.885758,6,1,10,2,4.0,0,L
1488,147,2015,2015-10-26 23:30:00,h,3,2.81541,20,6,8,9,1.0,0,W
1488,149,2015,2015-10-26 23:30:00,a,0,0.15924,6,0,15,3,3.0,0,L
1489,139,2015,2015-10-30 23:30:00,h,1,0.917497,7,3,4,1,2.0,0,D
1489,143,2015,2015-10-30 23:30:00,a,1,1.43617,12,3,9,5,0.0,0,D
1490,150,2015,2015-10-31 19:00:00,h,3,2.80269,17,11,12,6,0.0,0,W
1490,144,2015,2015-10-31 19:00:00,a,1,0.562561,8,5,9,3,3.0,0,L
1491,154,2015,2015-10-31 21:15:00,h,2,1.03337,11,5,17,7,5.0,0,W
1491,138,2015,2015-10-31 21:15:00,a,1,0.880961,6,3,14,5,3.0,0,L
1492,146,2015,2015-10-31 21:15:00,h,3,2.26116,14,6,19,5,2.0,0,W
1492,151,2015,2015-10-31 21:15:00,a,0,1.14512,10,5,21,5,3.0,0,L
1493,142,2015,2015-10-31 23:30:00,h,0,0.18992,6,0,10,3,3.0,0,L
1493,148,2015,2015-10-31 23:30:00,a,2,2.07864,14,6,3,5,0.0,0,W
1494,140,2015,2015-11-01 01:05:00,h,2,1.13516,20,5,9,8,2.0,0,L
1494,152,2015,2015-11-01 01:05:00,a,3,1.43886,16,8,12,7,5.0,0,W
1495,156,2015,2015-11-01 15:00:00,h,1,1.26188,12,1,17,2,2.0,0,W
1495,145,2015,2015-11-01 15:00:00,a,0,0.502135,6,2,11,6,3.0,0,L
1496,141,2015,2015-11-01 19:00:00,h,1,1.71942,10,4,16,5,1.0,1,D
1496,155,2015,2015-11-01 19:00:00,a,1,0.680785,9,5,19,6,6.0,0,D
1497,149,2015,2015-11-01 21:15:00,h,1,1.51083,9,6,11,7,1.0,0,W
1497,137,2015,2015-11-01 21:15:00,a,0,0.482096,13,5,8,5,3.0,0,L
1498,153,2015,2015-11-01 23:30:00,h,1,1.23993,11,3,9,7,2.0,0,L
1498,147,2015,2015-11-01 23:30:00,a,3,4.022,23,9,13,9,4.0,0,W
1499,144,2015,2015-11-06 23:30:00,h,2,0.802566,8,4,17,0,1.0,0,W
1499,140,2015,2015-11-06 23:30:00,a,0,0.500075,11,6,14,8,4.0,0,L
1500,152,2015,2015-11-07 19:00:00,h,1,1.6317,17,3,16,15,1.0,0,L
1500,146,2015,2015-11-07 19:00:00,a,5,1.48214,9,5,27,5,3.0,0,W
1501,151,2015,2015-11-07 21:15:00,h,1,0.822146,15,5,13,9,4.0,0,D
1501,139,2015,2015-11-07 21:15:00,a,1,0.572246,9,5,10,5,2.0,0,D
1502,156,2015,2015-11-07 23:30:00,h,3,2.65653,16,7,13,5,3.0,0,W
1502,142,2015,2015-11-07 23:30:00,a,1,0.607458,10,4,9,7,1.0,1,L
1503,145,2015,2015-11-07 23:30:00,h,2,0.825919,7,2,15,4,2.0,1,W
1503,155,2015,2015-11-07 23:30:00,a,1,0.483537,8,2,14,1,3.0,0,L
1504,137,2015,2015-11-08 01:05:00,h,0,0.890995,12,5,16,6,2.0,0,L
1504,153,2015,2015-11-08 01:05:00,a,1,0.876923,7,2,12,3,5.0,0,W
1505,147,2015,2015-11-08 15:00:00,h,2,0.780105,8,2,17,4,2.0,0,W
1505,141,2015,2015-11-08 15:00:00,a,1,0.629441,5,1,25,5,6.0,0,L
1506,148,2015,2015-11-08 19:00:00,h,3,3.0769,20,9,12,7,5.0,0,W
1506,154,2015,2015-11-08 19:00:00,a,0,0.278588,5,2,19,2,3.0,0,L
1507,143,2015,2015-11-08 21:15:00,h,1,1.21835,15,3,14,5,4.0,0,W
1507,149,2015,2015-11-08 21:15:00,a,0,0.396003,9,2,15,1,3.0,0,L
1508,138,2015,2015-11-08 23:30:00,h,3,2.39505,14,5,13,4,1.0,0,W
1508,150,2015,2015-11-08 23:30:00,a,2,1.25807,28,10,11,6,1.0,0,L
1509,140,2015,2015-11-21 19:00:00,h,2,1.39018,14,7,6,7,2.0,0,W
1509,138,2015,2015-11-21 19:00:00,a,0,1.1262,13,5,14,5,1.0,0,L
1510,150,2015,2015-11-21 21:15:00,h,0,1.2581,13,7,13,10,3.0,1,L
1510,148,2015,2015-11-21 21:15:00,a,4,3.27692,18,7,10,4,2.0,0,W
1511,141,2015,2015-11-21 23:30:00,h,2,1.15492,7,3,20,3,3.0,0,W
1511,137,2015,2015-11-21 23:30:00,a,0,0.753602,14,5,16,8,2.0,0,L
1512,146,2015,2015-11-22 01:00:00,h,1,1.38069,9,3,22,1,3.0,0,D
1512,144,2015,2015-11-22 01:00:00,a,1,2.43396,18,7,12,8,3.0,0,D
1513,139,2015,2015-11-22 01:05:00,h,2,1.02848,5,2,16,2,6.0,0,W
1513,152,2015,2015-11-22 01:05:00,a,0,0.886052,6,4,13,10,3.0,0,L
1514,149,2015,2015-11-22 15:00:00,h,0,1.98544,13,2,15,5,4.0,0,L
1514,151,2015,2015-11-22 15:00:00,a,3,2.67209,13,6,15,3,5.0,0,W
1515,154,2015,2015-11-22 19:00:00,h,1,1.78239,12,5,8,12,3.0,0,D
1515,156,2015,2015-11-22 19:00:00,a,1,2.61337,17,7,13,6,2.0,1,D
1516,155,2015,2015-11-22 21:15:00,h,2,0.806379,8,1,21,2,6.0,0,W
1516,147,2015,2015-11-22 21:15:00,a,0,1.35423,11,6,15,7,3.0,0,L
1517,153,2015,2015-11-22 23:30:00,h,0,0.128682,6,3,12,2,1.0,0,L
1517,143,2015,2015-11-22 23:30:00,a,1,2.26452,11,4,8,6,4.0,0,W
1518,142,2015,2015-11-23 23:30:00,h,1,0.721945,15,8,20,5,5.0,0,D
1518,145,2015,2015-11-23 23:30:00,a,1,1.1181,8,4,15,7,4.0,0,D
1519,151,2015,2015-11-27 23:30:00,h,0,1.10847,14,1,12,7,6.0,1,L
1519,153,2015,2015-11-27 23:30:00,a,1,0.943363,11,5,15,4,4.0,1,W
1520,148,2015,2015-11-28 19:00:00,h,4,2.95341,11,6,11,6,0.0,0,W
1520,140,2015,2015-11-28 19:00:00,a,0,0.617573,10,2,14,4,5.0,0,L
1521,143,2015,2015-11-28 21:15:00,h,1,1.73222,21,6,16,6,0.0,0,W
1521,141,2015,2015-11-28 21:15:00,a,0,0.143079,5,0,26,2,4.0,0,L
1522,137,2015,2015-11-28 23:30:00,h,2,1.40547,12,7,15,7,2.0,1,D
1522,155,2015,2015-11-28 23:30:00,a,2,0.557943,11,4,20,4,6.0,0,D
1523,144,2015,2015-11-29 01:00:00,h,0,0.349655,8,5,14,6,4.0,0,L
1523,139,2015,2015-11-29 01:00:00,a,2,2.20767,10,5,13,4,3.0,0,W
1524,152,2015,2015-11-29 01:05:00,h,2,1.14376,6,4,14,3,3.0,0,W
1524,149,2015,2015-11-29 01:05:00,a,1,0.664946,9,2,9,5,0.0,0,L
1525,142,2015,2015-11-29 15:00:00,h,2,1.67288,12,5,11,6,4.0,0,W
1525,154,2015,2015-11-29 15:00:00,a,0,0.7886,7,0,15,6,2.0,0,L
1526,156,2015,2015-11-29 19:00:00,h,0,0.28097,8,3,20,6,3.0,0,L
1526,150,2015,2015-11-29 19:00:00,a,2,2.29034,17,6,7,5,4.0,0,W
1527,145,2015,2015-11-29 21:15:00,h,0,1.45678,15,3,16,6,4.0,0,L
1527,147,2015,2015-11-29 21:15:00,a,3,2.24726,10,4,14,2,0.0,1,W
1528,138,2015,2015-11-29 23:30:00,h,1,1.63337,15,5,26,17,3.0,0,W
1528,146,2015,2015-11-29 23:30:00,a,0,0.0,0,0,20,0,2.0,2,L
1529,150,2015,2015-12-05 19:00:00,h,4,1.87007,16,8,9,3,1.0,0,W
1529,142,2015,2015-12-05 19:00:00,a,1,0.24488,7,3,12,4,0.0,0,L
1530,155,2015,2015-12-05 21:15:00,h,0,0.602436,18,3,7,6,2.0,0,L
1530,143,2015,2015-12-05 21:15:00,a,2,1.93434,11,4,8,8,1.0,0,W
1531,146,2015,2015-12-05 23:30:00,h,1,0.847612,10,3,13,0,3.0,0,D
1531,148,2015,2015-12-05 23:30:00,a,1,2.08221,16,5,15,6,1.0,0,D
1532,139,2015,2015-12-06 01:00:00,h,1,0.64324,8,4,10,6,2.0,0,D
1532,138,2015,2015-12-06 01:00:00,a,1,1.09296,8,2,9,2,3.0,0,D
1533,153,2015,2015-12-06 01:05:00,h,1,2.41831,28,6,9,8,5.0,0,D
1533,152,2015,2015-12-06 01:05:00,a,1,0.535918,5,1,16,0,5.0,1,D
1534,140,2015,2015-12-06 15:00:00,h,2,2.37051,10,7,12,4,3.0,0,W
1534,156,2015,2015-12-06 15:00:00,a,1,0.286413,5,1,16,3,3.0,0,L
1535,154,2015,2015-12-06 19:00:00,h,2,1.60179,14,5,16,5,1.0,0,W
1535,145,2015,2015-12-06 19:00:00,a,1,0.325638,8,4,14,4,4.0,0,L
1536,149,2015,2015-12-06 21:15:00,h,3,3.85858,21,9,9,8,2.0,0,W
1536,144,2015,2015-12-06 21:15:00,a,1,0.418437,12,7,10,4,1.0,1,L
1537,147,2015,2015-12-06 23:30:00,h,0,0.305008,11,2,7,6,2.0,1,D
1537,137,2015,2015-12-06 23:30:00,a,0,0.699162,7,2,21,1,3.0,0,D
1538,141,2015,2015-12-07 23:30:00,h,1,1.40669,9,1,13,2,4.0,0,D
1538,151,2015,2015-12-07 23:30:00,a,1,1.01356,12,5,14,6,5.0,0,D
1539,142,2015,2015-12-11 23:30:00,h,1,0.762214,9,5,15,5,3.0,0,D
1539,140,2015,2015-12-11 23:30:00,a,1,1.82817,10,6,12,5,3.0,0,D
1540,148,2015,2015-12-12 19:00:00,h,2,0.873385,17,7,4,6,0.0,0,D
1540,139,2015,2015-12-12 19:00:00,a,2,1.22055,13,4,11,2,2.0,0,D
1541,152,2015,2015-12-12 21:15:00,h,1,1.23164,16,3,13,4,3.0,1,W
1541,141,2015,2015-12-12 21:15:00,a,0,0.166852,6,2,23,9,2.0,0,L
1542,151,2015,2015-12-12 21:15:00,h,1,0.727312,7,5,25,2,2.0,0,L
1542,155,2015,2015-12-12 21:15:00,a,2,0.752355,8,3,27,1,2.0,0,W
1543,138,2015,2015-12-12 23:30:00,h,2,2.1509,18,7,13,3,3.0,0,W
1543,149,2015,2015-12-12 23:30:00,a,0,0.0656616,4,1,10,1,2.0,1,L
